FID,Project_Name,,Date_Received,Meeting_Date,Meeting_Time,Meeting_Location_Place,Meeting_Location_Address,Meeting_Location_City,Meeting_Location_Zip,Coordinates,,geom,Route
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_171,"OWINGS PROPERTY, LOT 5 RESUB PARCEL H",,23-12-2008,27-01-2009,7:00 P.M.,"PASTORAL CENTER ST. LOUIS CHURCH, ROOM 306",12500 CLARKSVILLE PIKE,CLARKSVILLE,21029,"(39.1828,-76.9628)",,POINT (1322846.7272003517 552218.36760219),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_172,PRESERVE AT CLARKSVILLE LOTS 33 & 34,,23-12-2008,22-01-2009,7:00 P.M.,"PASTORAL CENTER ST. LOUIS CHURCH, ROOM 306",12500 CLARKSVILLE PIKE,CLARKSVILLE,21029,"(39.205,-76.9491)",,POINT (1326744.626651954 560292.5238517188),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_173,Village Crest,,16-12-2008,14-01-2009,6:00 PM,Taylor Village Senior Center (Great Hall),8165 Cypress Cedar,Ellicott City,21043,"(39.2538,-76.7908)",,POINT (1371599.0775383525 578041.2251121905),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_174,RIVERHILL GARDEN CTR (ZONING BOARD) R-20 to B-1,,19-12-2008,13-01-2009,6:30 P.M.,CLARKSVILLE ELEMENTARY SCHOOL,12041 RT. 108,CLARKSVILLE,21029,"(39.2143,-76.9343)",,POINT (1330939.6689363532 563677.0106121916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_175,Focal Development (ZONING BOARD) RR-DEO TO BR,,12-12-2008,09-01-2009,6:00 PM,Schooley Mill Park,13000 Hall Shop Road,Highland,20777,"(39.1804,-76.96)",,POINT (1323641.9644363523 551341.6050411928),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_176,New Colony Village,,15-12-2008,07-01-2009,6:00 PM,New Colony Village Clubhouse,7400 New Colony Boulevard,Elkridge,21075,"(39.1779,-76.7822)",,POINT (1374034.6687023528 550442.6597691905),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_177,Hope Baptist Church Addition,,11-12-2008,05-01-2009,7:00 PM,Hope Bastist Church,8801 Stephens Road,Laurel,20773,"(39.1296,-76.8432)",,POINT (1356757.3887243532 532880.4983751904),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_178,"LDG, Inc. (ZONING BOARD) RC-DEO DISTRICT TO BR)",,18-11-2008,17-12-2008,6:00 PM,Mount View Middle School,12101 Woodford Drive,Marriottsville,21104,"(39.3125,-76.953)",,POINT (1325626.089842353 599364.2651481908),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_179,Rogers Property,,19-11-2008,15-12-2008,6:00 PM,"Howard County Public Library, Miller Branch",9421 Frederick Road,Ellicott City,21042,"(39.2923,-76.8133)",,POINT (1365228.394064352 592026.1516191904),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_17a,Coffey Property,,10-11-2008,13-12-2008,2:15 PM,Howard County Library -Savage Branch,9525 Durness Lane,Laurel,20723,"(39.1528,-76.8142)",,POINT (1364963.69286035 541300.4736291897),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_17b,GREAT MULTITUDE PRESBYTERIAN CHURCH (Cond Use),,14-11-2008,05-12-2008,6:00 P.M.,BETHEL KOREAN PRESBYTERIAN CHURCH,3165 ST JOHNS LANE,ELLICOTT CITY,21042,"(39.2782,-76.8533)",,POINT (1353891.5872523524 586887.7629891913),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_17c,"New Cingular Wireless PCS, LLC (COND USE)",,29-10-2008,22-11-2008,10:00 AM,Glenelg High School,14025 Burntwoods Road,Glenelg,21737,"(39.2789,-77.0059)",,POINT (1310649.4997723512 587161.2285411917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_17d,GUILFORD LANDING LOT 1 & LOTS 3-5 OS LOT 2,,09-10-2008,30-10-2008,6:00 p.m.,SAVAGE VOLUNTEER FIRE DEPT.,8925 LINCOLN ST,SAVAGE,20763,"(39.1504,-76.8189)",,POINT (1363621.1986383498 540434.2569471914),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_17e,ROBINS PROPERTY,,01-10-2008,21-10-2008,7:30 P.M.,ST. PETERS EPISCOPAL CHURCH,3695 ROGERS AVENUE,ELLICOTT CITY,21042,"(39.2944,-76.8396)",,POINT (1357768.5813323483 592800.7282491922),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_17f,"Hofmann Property, Lot 1",,24-09-2008,20-10-2008,6:00 PM,Ellicott City Senior Center,9401 Frederick Road,Ellicott City,21042,"(39.2927,-76.8025)",,POINT (1368291.4461123496 592159.9751871917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_180,White Property,,15-09-2008,13-10-2008,6:00 PM,Emanuel United Methodist Church,10755 Scaggsville Road,Laurel,20723,"(39.1348,-76.883)",,POINT (1345463.9430303536 534765.6651591901),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_181,"SK Properties, Ltd. AgeRestrictedHousing(COND USE)",,19-09-2008,11-10-2008,1:00 PM,Savage Public Library,9525 Durness Lane,Laurel,20723,"(39.1508,-76.8122)",,POINT (1365538.723634351 540570.9897231925),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_182,Hickorymede Project,,08-09-2008,07-10-2008,7:00 PM,Ellicott City Senior Center,9401 Frederick Road,Ellicott City,21042,"(39.2859,-76.8492)",,POINT (1355056.1025063507 589699.5125211924),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_183,Patuxent Chase,,17-09-2008,06-10-2008,6:00 PM,Fox River Drive,11502 Fox River Drive,Ellicott City,21042,"(39.2349,-76.9098)",,POINT (1337862.9941103533 571173.3123261929),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_184,Howard Chapel - Ridgeville UM Church (COND USE),,02-09-2008,01-10-2008,7:30 PM,Howard Chapel Ridgeville UM Church,1970 Long Corner Road,Mt. Airy,21771,"(39.3182,-77.1575)",,POINT (1267685.4335783496 601440.7123581916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_185,Victor & Barbara  J. Reger(COND USE)School Bus Pkg,,30-07-2008,22-09-2008,6:00 PM,Glenwood Library Meeting Room,2350 Route 97,Cooksville,21723,"(39.3325,-77.011)",,POINT (1309181.456692353 606636.1941951923),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_186,"Lubavitch of Ho Co, Inc-COND USE(Age Res. Housing)",,25-08-2008,18-09-2008,7:00 PM,"Lubavitch of Howard County , Inc.",770 Howes Lane,Columbia,21044,"(39.2011,-76.8628)",,POINT (1351194.4123503491 558856.4529561922),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_187,Martin Road,,27-08-2008,18-09-2008,6:00 PM,Hickory Ridge Community Association,6175 Sunny Spring,Columbia,21044,"(39.1842,-76.8758)",,POINT (1347499.0815163516 552730.3882101923),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_188,"Ewell Property, Lots 3 & 4",,01-08-2008,17-09-2008,6:00 PM,Glenwood Library,2350 Route 97,Cooksville,21723,"(39.3375,-76.9847)",,POINT (1316653.1724763513 608454.8128461912),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_189,Annette B. Mellor (COND USE) SchoolBusPark&Storage,,29-07-2008,13-09-2008,2:00 PM,Savage Library,9525 Durness Lane,Savage,20723,"(39.1226,-76.8693)",,POINT (1349348.022260353 530328.759308191),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_18a,Schwarz Property,,13-08-2008,10-09-2008,6:30 PM,Glenwood Library,2350 State Route 97,Cooksville,21723,"(39.3169,-77.1017)",,POINT (1283501.1888143495 600990.1487691924),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_18b,ChesapeakeConf. Of Seventh-Day Adventist(COND USE),,12-08-2008,10-09-2008,6:00 PM,Seventh-Day Adventist Building,6600 Martin Road,Columbia,21044,"(39.2843,-76.8628)",,POINT (1351194.6957563497 589118.3982231915),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_18c,Westland Property,,01-08-2008,02-09-2008,6:00 PM,Schooley Mill Park,12975 Hall Shop Road,Highland,20777,"(39.1504,-76.9509)",,POINT (1326218.1249763519 540421.5291621927),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_18d,Hope Baptist Church (CONDITIONAL USE)  Child Care,,30-07-2008,29-08-2008,7:00 PM,Hope Baptist Church,8801 Stephens Road,Laurel,20723,"(39.1296,-76.8432)",,POINT (1356757.3887243532 532880.4983751904),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_18e,Dustin Property,,22-07-2008,26-08-2008,6:00 PM,Schooley Mill Park,12975 Hall Shop Road,Highland,20777,"(39.1481,-76.9295)",,POINT (1332298.6007063538 539602.9507611915),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_18f,Locust Chapel (Welsh Property),,24-07-2008,25-08-2008,6:00 PM,Elkridge Public Library,6540 Washington Blvd.,Elkridge,21075,"(39.242,-76.7699)",,POINT (1377525.9472163506 573730.5061581917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_190,Hearthstone at Little Patuxent,,21-07-2008,20-08-2008,6:00 PM,Waverly Woods Community Bldg.,2180 Warwick Way,Woodstock,21163,"(39.3172,-76.9056)",,POINT (1339058.400618352 601075.6067541931),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_191,Dar Al Taqwa Incorporate(CONDUSE)DayCare/Preschool,,14-07-2008,20-08-2008,7:00 PM,Homewood Center,10914 Route 108,Ellicott City,21042,"(39.2364,-76.8847)",,POINT (1344976.20130435 571707.5156451929),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_192,Ellicott Square,,21-07-2008,19-08-2008,6:00 PM,Waverly Woods Community Bldg.,2180 Warwick Way,Woodstock,21163,"(39.2837,-76.8788)",,POINT (1346651.4141703509 588889.6617441904),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_193,Church of God,,24-07-2008,18-08-2008,6:00 PM,Church of God Office Building,7340 Long View Road,Columbia,21044,"(39.1713,-76.8854)",,POINT (1344777.533698354 548028.744431192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_194,Brad&TabassumGarrison(CONDUSE)BeautyParlor/Art Gal,,21-07-2008,14-08-2008,7:00 PM,Mount Zion United Methodist Church,12430 Scaggsville Road,Highland,20777,"(39.1655,-76.9417)",,POINT (1328835.9461983517 545926.8416511919),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_195,"Convenience Retailing, LLC (COND USE) Gas Station",,18-07-2008,12-08-2008,6:00 PM,Howard County Public Library - Miller Branch,9421 Frederick Road,Ellicott City,21042,"(39.3082,-76.8894)",,POINT (1343641.3590443507 597816.5664921906),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_196,Susan Johns Smith (COND USE) 2 Family Dwelling,,18-07-2008,08-08-2008,6:00 PM,Mt. Zion UMC,12430 Scaggsville Road,Highland,20777,"(39.1644,-76.8836)",,POINT (1345290.7819643505 545536.2804771904),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_197,Chesapeake Conf. Assoc. of SDA (CONDITIONAL USE),,27-06-2008,04-08-2008,6:00 PM,Atholton Adventist School,6520 Martin Road,Columbia,21044,"(39.1923,-76.869)",,POINT (1349439.8458043486 555649.4147871919),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_198,"Guilford Landing, Lots 1-8",,02-07-2008,30-07-2008,6:00 PM,Savage Fire Hall,8925 Lincoln Street,Jessup,20794,"(39.1504,-76.8189)",,POINT (1363621.1986383498 540434.2569471914),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_199,WHEELER PROPERTY,,26-06-2008,24-07-2008,6:00 PM,LISBON FIRE STATION,9601 WOODBINE ROAD,WOODBINE,21797,"(39.3421,-76.9973)",,POINT (1313087.074778352 610150.5174591914),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_19a,"Lennox Park, Lots 640 and 641 (CANCELLED)",,25-06-2008,24-07-2008,6:00 P.M.,Elkridge Library Meeting Room,6540 Washington Blvd,Elkridge,21075,"(39.1797,-76.756)",,POINT (1381451.9705343507 551081.2309251912),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_19b,High's of Baltimore (ZONING BOARD),,30-06-2008,23-07-2008,6:00 PM,Glenwood Library,Rt. 97,Cooksville,21723,"(39.3133,-77.0202)",,POINT (1306584.6075143516 599664.6408741921),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_19c,Gorman Crossing LLC (ZONING CHANGE) PSC to RSA-8,,25-06-2008,21-07-2008,7:00 p.m.,Savage Library,9525 Durness Lane,Laurel,20723,"(39.1341,-76.8347)",,POINT (1359167.7567543536 534482.0173791908),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_19d,Village Towns Phase IV,,06-06-2008,17-07-2008,6:00 PM,Deep Run Elementary School,6925 Old Waterloo Road,Elkridge,21075,"(39.1776,-76.7855)",,POINT (1373114.4494203515 550319.3820801917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_19e,Grenway Property,,03-06-2008,30-06-2008,6:00 PM,Alberta Gary Memorial United Methodist Church,9405 Guilford Road,Columbia,21046,"(39.1561,-76.8153)",,POINT (1364651.09604235 542486.7031911928),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_19f,"Horse Farm, LLC (ZONING CHANGE)  R-20-MXD-3 TO PSC",,20-05-2008,16-06-2008,6:00 PM,Deep Run Elementary School,6925 Old Waterloo Road,Elkridge,21075,"(39.2157,-76.7931)",,POINT (1370933.07343835 564165.0302541927),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a0,Our Lady of Perpetual Help (CONDITIONAL USE),,16-05-2008,13-06-2008,6:00 PM,Elkridge Public Library,6540 Washington Boulevard,Elkridge,21075,"(39.2385,-76.767)",,POINT (1378346.9743983522 572475.9102081899),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a1,Streaker Property,,08-05-2008,09-06-2008,6:00 PM,Rehoboth Church (formerly Mt. Airy Presbyterian),15950 North Ave.,Lisbon,21765,"(39.3128,-76.9749)",,POINT (1319422.8993143514 599476.9969581906),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a2,Lois Peters (COND USE)GroupHome/Increase Beds,,16-05-2008,09-06-2008,6:00 PM,Swansfield Elementary School,5610 Cedar Lane,Columbia,21044,"(39.1912,-76.8937)",,POINT (1342447.3695663512 555271.5813981928),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a3,Music Fair Limited Patnership(ZONING BD) CE to POR,,02-05-2008,29-05-2008,6:00 PM,Elkridge Public Library,6540 Washington Boulevard,Elkridge,21075,"(39.176,-76.7738)",,POINT (1376414.712290354 549732.8130171914),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a4,Harry G. Pirrung (CONDITIONAL USE) Home Base Cont.,,01-05-2008,29-05-2008,6:00 PM,Glenwood Library,2350 Route 97,Cooksville,21723,"(39.3312,-77.0317)",,POINT (1303320.3372063488 606179.0848881919),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a5,Cabassa Property,,01-05-2008,22-05-2008,6:00 PM,Savage Fire Station,8925 Lincoln Street,Savage,20763,"(39.1514,-76.812)",,POINT (1365602.4899843484 540789.180323191),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a6,Hunt/Cabassa Property,,01-05-2008,22-05-2008,6:00 PM,Savage Fire Station,8925 Lincoln Street,Savage,20763,"(39.1518,-76.8109)",,POINT (1365915.8803391494 540951.0413832925),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a7,"High's of Baltimore, Inc. (CONDITIONAL USE)",,03-04-2008,19-05-2008,6:00 PM,Tyson Room - George Howard Building,3430 Court House Drive,Ellicott City,21043,"(39.2874,-76.8095)",,POINT (1366297.9683083482 590233.3521891907),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a8,Veli Demirel  (ZONING BOARD) R-20 to OT,,22-04-2008,16-05-2008,6:00 PM,Centennial Lane Elementary School,3825 Centennial Lane,Ellicott City,21042,"(39.2781,-76.8622)",,POINT (1351363.0389203504 586864.8529761918),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1a9,Columbia Presbyterian Church (COND USE) Addition,,24-04-2008,16-05-2008,7:00 PM,Offices of Columbia Presbyterian Church,10001 Route 108,Columbia,21044,"(39.2366,-76.858)",,POINT (1352543.141504351 571787.8825161904),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1aa,"T-MobileNortheast,LLC(COND USE)125'FLGPOLE/TELECOM",,17-04-2007,12-05-2008,7:00 PM,Charleston Manor Community Room,3182 Normany Woods Drive,Ellicott City,21043,"(39.2866,-76.803)",,POINT (1368144.6418043524 589961.3412411921),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1ab,Peterson Property,,02-04-2008,08-05-2008,6:00 PM,Elkridge Library,6540 Washington Blvd,Elkridge,21075,"(39.2333,-76.7844)",,POINT (1373405.6235788092 570565.0405715108),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1ac,Royal Farms Conv Store(ZONINGBD) B-1-B-2 GAS PUMPS,,14-04-2008,06-05-2008,6:00 PM,Deep Run Elementary School,6925 Old Waterloo Road,Elkridge,21075,"(39.1892,-76.796)",,POINT (1370126.2165563516 554554.4616261907),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1ad,Claude A & Darlene A Dent(COND USE)PARKING 3 BUSES,,09-04-2008,03-05-2008,2:00 PM,Howard County Library - Savage Branch,9525 Durness Lane,Laurel,20723,"(39.1226,-76.87)",,POINT (1349166.075608354 530301.121832192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1ae,"E. &  R.  Harbin, K.Taylor (ZONING BD) R-20 T0 B-1",,31-03-2008,30-04-2008,6:00 PM,Marriotts Ridge High School,12100 Woodford Drive,Marriottsville,21104,"(39.2986,-76.8556)",,POINT (1353240.0368583538 594307.334342191),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1af,MBW Properties-Landscape Contracting (COND USE),,24-03-2008,24-04-2008,6:00 PM,Lisbon  Fire Department,17885 Frederick Road,Mt. Airy,21771,"(39.3383,-77.0668)",,POINT (1293384.9730643518 608773.3711221907),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b0,Riverwatch,,27-03-2008,21-04-2008,6:00 PM,Melville Chapel United Methodist Church,5660 Furnace Avenue,Elkridge,21075,"(39.2145,-76.7061)",,POINT (1395609.2338583507 563746.4679531921),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b1,"Forney Property, Lots 1-6",,13-03-2008,10-04-2008,6:00 PM,Savage Library,9525 Durness Lane,Laurel,20723,"(39.14,-76.8831)",,POINT (1345435.0356183536 536647.92273519),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b2,Granite Manor,,18-03-2008,09-04-2008,6:00 PM,Roger Carter Recreation Center,3676 Fells Lane,Ellicott City,21043,"(39.2708,-76.8002)",,POINT (1368937.0449803509 584227.2922731917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b3,Trotter Point,,06-03-2008,01-04-2008,6:00 PM,Clarksville Fire Station,5000 Signal Bell Lane,Clarksville,21029,"(39.2131,-76.9193)",,POINT (1335189.9087183513 563230.447184192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b4,Grace Community Church (CONDITIONAL USE),,03-03-2008,27-03-2008,6:00 PM,Grace Community Church,8200 Old Columbia Road,Fulton,20759,"(39.1464,-76.91)",,POINT (1337805.4626923539 538979.652947193),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b5,Trotter's Knoll,,29-02-2008,27-03-2008,6:00 PM,Waterloo Elementary School (Cafeteria),5940 Waterloo Road,Columbia,21045,"(39.2139,-76.792)",,POINT (1371258.9903383479 563533.7321181912),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b6,"Kittleman Property, Lots 3,4 & 5",,29-02-2008,26-03-2008,6:00 PM,Glenelg High School,14025 Burntwoods Road,Glenelg,21737,"(39.2887,-76.9771)",,POINT (1318786.3694383502 590703.5529321916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b7,Fazio Property,,29-02-2008,26-03-2008,6:30 PM,St. Michael's Church,1125 St. Michael's Road,Mt. Airy,21771,"(39.3409,-77.1111)",,POINT (1280809.965438351 609687.2260851916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b8,"MD Montessori, LLC(COND USE)DayCare/Nursery School",,03-03-2008,24-03-2008,6:00 PM,East Columbia Library,6600 Cradlerock Way,Columbia,21045,"(39.204,-76.7966)",,POINT (1369953.9057083502 559911.7681581918),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1b9,G. Roscoe Property,,22-02-2008,17-03-2008,6:30 PM,Gethsemany Baptist Church,14135 Burntwoods Road,Glenwood,21738,"(39.2759,-77.0221)",,POINT (1306055.771918349 586077.1849101912),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1ba,H & G Properties,,19-02-2008,13-03-2008,6:00 PM,St. Augustines - Library,5710 Furance Avenue,Elkridge,21075,"(39.2122,-76.7053)",,POINT (1395822.638576351 562892.6154051907),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1bb,Donna M. Sales-School Bus Parking (COND USE),,08-02-2008,10-03-2008,6:00 PM,Jennings Chapel UMC,2601 Jennings Chapel Road,Woodbine,21797,"(39.2805,-77.1284)",,POINT (1275929.4307123497 587731.7969601918),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1bc,Zoning Change R-ED to R-A-15 (ZONING BOARD),,31-01-2008,06-03-2008,6:00 PM,Elkridge Public Library,6540 Washington Boulevard,Elkridge,21075,"(39.2105,-76.7287)",,POINT (1389188.6709283516 562297.3187181931),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1bd,Baytler Property,,04-02-2008,06-03-2008,6:00 PM,Crossroads Church of the Nazarene,2750 Rogers Avenue,Ellicott City,21043,"(39.3004,-76.8163)",,POINT (1364365.1393883526 594978.2704371922),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1be,Mt. Gregory U. M. Church-New Church Bldg(COND USE),,12-02-2008,06-03-2008,6:00 PM,Mt. Gregory United Methodist Church,2333 Route 97,Cooksville,21723,"(39.3078,-77.0203)",,POINT (1306551.4490123503 597658.0146561917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_1bf,Ellinger Property,,23-01-2008,06-03-2008,6:00 PM,Savage Branch Library,9525 Durness Lane,Laurel,20723,"(39.1557,-76.8175)",,POINT (1364036.6718343534 542361.9708981924),
